Population,300,Universe,1,Universe
pID,sno,ETA,@U,ETD,>U,@Role,@Mx,Age,FamKey,23-24,00-01,02-05,05-06,06-07,07-08,08-09,09-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-00
280,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
281,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
282,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
283,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
284,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
285,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
286,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
287,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
288,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
289,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
290,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
291,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
292,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
293,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
294,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
295,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
296,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
297,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
298,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
299,0,0,0,24,0,R,1.0,0,F00,,U0,U0,,,,,,,,,,,,,,,,,,,
